S1_T	S1_AX	S1_AY	S1_AZ	S1_GX	S1_GY	S1_GZ	S1_MX	S1_MY	S1_MZ	S2_T	S2_AX	S2_AY	S2_AZ	S2_GX	S2_GY	S2_GZ	S2_MX	S2_MY	S2_MZ	S3_T	S3_AX	S3_AY	S3_AZ	S3_GX	S3_GY	S3_GZ	S3_MX	S3_MY	S3_MZ
0.0	-0.829483301768491	3.5928109597508926	1.6172510866126233	0.7034413890162328	1.07247608905499	1.0594929251698444	-8.029546416454824E-5	1.8933694833868107E-4	9.616676855590589E-5	0.0	-2.6532703966823328	0.03719505431992542	1.9178208532657672	0.31542808308646036	1.4705466209120186	-0.8069675552198312	-0.25315570588604847	-0.2944976920599046	0.03568935939433908	0.0	-1.021398171875658	-3.567986657888449	0.35046311992409795	1.107558770073627	1.129272630713165	0.9213109324522852	-0.08431175399685202	-0.2939380240587704	-0.03792337716336287
9.765625	-0.8294833062100699	3.592810957357845	1.6172510877510882	0.703441072587481	1.0724759169567326	1.0594927872983269	-8.029546416454824E-5	1.8933694833868107E-4	9.616676855590589E-5	9.765625	-2.6532703967791704	0.037195054126249905	1.9178208435819915	0.3154280053198869	1.4705465461162621	-0.8069675339722379	-0.25315570780040614	-0.2944976977834433	0.03568936220062698	9.765625	-1.0213982300913516	-3.5679865604053407	0.3504631583080718	1.107559192808173	1.129272694094153	0.9213110173270745	-0.08431175147450556	-0.29393802723851414	-0.037923379094195214
19.53125	-0.8294833469044098	3.592810934937496	1.6172510939519678	0.70343884234732	1.0724744987642911	1.059491652482772	-8.029532722023371E-5	1.8933685704247138E-4	9.616664302744851E-5	19.53125	-2.6532704168528163	0.03719505227589386	1.9178207510641894	0.3154274851885413	1.4705458809118672	-0.8069673740668919	-0.2531557235019485	-0.2944977390043119	0.03568938428234299	19.53125	-1.021398663333548	-3.5679855927144355	0.35046359518606307	1.1075623008543296	1.1292730746429778	0.9213116455270048	-0.08431173162702726	-0.29393805225882585	-0.037923394287251964
29.296875	-0.8294835296363938	3.592810829780256	1.6172511041645539	0.7034306206711158	1.072468745649725	1.0594870927986768	-8.029430671257106E-5	1.8933613866394224E-4	9.616564387543735E-5	29.296875	-2.6532705857876944	0.037195043507841634	1.9178203126615783	0.3154257880217696	1.470542968406644	-0.8069667630794437	-0.2531557837075202	-0.29449787397012334	0.03568947149224148	29.296875	-1.0214000965006376	-3.5679805990461286	0.3504660748927619	1.1075736111427164	1.1292741559156827	0.9213139513669727	-0.084311647565785	-0.29393814900762993	-0.03792344737214851
39.0625	-0.8294840764085042	3.592810495516067	1.61725109290113	0.7034081463266665	1.0724528019868367	1.0594747110860243	-8.029053417096516E-5	1.8933332431181782E-4	9.616168446478546E-5	39.0625	-2.653271289498212	0.03719501546929046	1.9178189107340191	0.31542212651024176	1.4705343726261395	-0.8069651022387144	-0.2531559360388542	-0.2944981478848713	0.03568970558909867	39.0625	-1.0214029834299363	-3.5679628328534236	0.3504754313292536	1.107602023526837	1.1292762081829233	0.9213198035366003	-0.08431139438988412	-0.29393840769269863	-0.03792356156029047
48.828125	-0.8294853308436655	3.59280967460208	1.6172510112434075	0.7033568852682319	1.0724176221202506	1.0594482815871458	-8.028100187351664E-5	1.8932568267987152E-4	9.615107681515006E-5	48.828125	-2.6532732695197283	0.0371949457368726	1.917815424113126	0.31541636590249506	1.4705145882940314	-0.8069613693105011	-0.25315623742997095	-0.29449854005656606	0.035690195615239756	48.828125	-1.0214074491101504	-3.5679143784954137	0.35050187660875004	1.1076592664930152	1.1292791629621381	0.9213316834517966	-0.08431079766433502	-0.2939389664668769	-0.03792374252583038
58.59375	-0.8294877355669692	3.5928079913676134	1.6172508398861976	0.7032570405432936	1.072350590173138	1.059400113264782	-8.026202546713448E-5	1.893090790921081E-4	9.612898829840362E-5	58.59375	-2.6532776603595734	0.037194798549322394	1.917808064735616	0.31540988460097824	1.4704757548102807	-0.8069539216775196	-0.25315674610092115	-0.2944989428812662	0.03569106587497331	58.59375	-1.0214146598914213	-3.567806734252856	0.3505620377185556	1.1077585531268712	1.1292819908477758	0.9213523146220776	-0.08430963103840873	-0.2939400132388922	-0.037923985647011244
68.359375	-0.8294918084089827	3.5928049486993165	1.6172506648068763	0.7030886012725511	1.0722355783194455	1.0593216244295753	-8.022981595102908E-5	1.892780925823454E-4	9.609005814368134E-5	68.359375	-2.6532860859105325	0.03719452017823091	1.917794146181042	0.31540600945564184	1.4704069187503575	-0.8069403418613724	-0.2531575068329651	-0.2944991740257118	0.035692448038012504	68.359375	-1.021428887219629	-3.567602375478727	0.3506782520427741	1.1079117034887813	1.1292816011461224	0.9213840295746486	-0.08430763848505808	-0.29394176836399305	-0.037924292092910615
78.125	-0.8294981170770234	3.592799897589628	1.6172507083606296	0.7028348794135058	1.0720531421523165	1.0592038255219207	-8.018075507105917E-5	1.8922631309158938E-4	9.602880703173359E-5	78.125	-2.653300802824713	0.03719403464786397	1.9177698696626948	0.3154097234421116	1.4702929984127209	-0.8069174498016436	-0.2531585426146517	-0.2944990259163175	0.035694475516516215	78.125	-1.0214586592673864	-3.5672572590091636	0.35087715930280494	1.108126657610419	1.1292720415669775	0.9214282851473724	-0.08430453205038592	-0.2939444640491306	-0.03792467065459586
87.890625	-0.829507238726254	3.5927919629076275	1.6172512851557979	0.7024810595690457	1.0717800503635835	1.0590373816069276	-8.011123724167518E-5	1.8914652070500974E-4	9.593994195304359E-5	87.890625	-2.6533247238027857	0.03719324342679084	1.9177303086090383	0.3154270471628206	1.4701140222665436	-0.8068814607141521	-0.25315986470964874	-0.2944983284800683	0.03569728268540204	87.890625	-1.021516897751088	-3.566722910274402	0.3511885556482129	1.108407504336106	1.1292440511849164	0.9214854763653553	-0.08429997572430127	-0.29394833820604027	-0.03792512641509552
